"","asv_code","pct_id","pr2_label"
"22","5edb2422c7",100,"KU244681.1.1703_U|18S_rRNA|nucleus|strain_RCC836|Eukaryota|Archaeplastida|Chlorophyta|Mamiellophyceae|Mamiellales|Mamiellaceae|Micromonas|Micromonas_commoda"
"23","5edb2422c7",100,"KT860701.1.858_U|18S_rRNA|nucleus|strain_RCC1612|Eukaryota|Archaeplastida|Chlorophyta|Mamiellophyceae|Mamiellales|Mamiellaceae|Micromonas|Micromonas_commoda"
"24","5edb2422c7",100,"KT860716.1.631_U|18S_rRNA|nucleus|strain_RCC1687|Eukaryota|Archaeplastida|Chlorophyta|Mamiellophyceae|Mamiellales|Mamiellaceae|Micromonas|Micromonas_commoda"
"25","5edb2422c7",100,"KT860717.1.729_U|18S_rRNA|nucleus|strain_RCC1697|Eukaryota|Archaeplastida|Chlorophyta|Mamiellophyceae|Mamiellales|Mamiellaceae|Micromonas|Micromonas_commoda"
"26","5edb2422c7",100,"KU244659.1.1703_U|18S_rRNA|nucleus|strain_RCC803|Eukaryota|Archaeplastida|Chlorophyta|Mamiellophyceae|Mamiellales|Mamiellaceae|Micromonas|Micromonas_pusilla"
"27","5edb2422c7",100,"KT860715.1.810_U|18S_rRNA|nucleus|strain_RCC1677|Eukaryota|Archaeplastida|Chlorophyta|Mamiellophyceae|Mamiellales|Mamiellaceae|Micromonas|Micromonas_pusilla"
"28","5edb2422c7",100,"KX523155.1.1002_U|18S_rRNA|nucleus|strain_|Eukaryota|Archaeplastida|Chlorophyta|Mamiellophyceae|Mamiellales|Mamiellaceae|Micromonas|Micromonas_pusilla"
"29","5edb2422c7",100,"KX523156.1.843_U|18S_rRNA|nucleus|strain_|Eukaryota|Archaeplastida|Chlorophyta|Mamiellophyceae|Mamiellales|Mamiellaceae|Micromonas|Micromonas_pusilla"
"30","499a2bf8d0",100,"EF195736.1.1725_U|18S_rRNA|nucleus|strain_CR-MAL02|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Cryptomonadales|Cryptomonadales_X|Plagioselmis|Plagioselmis_prolonga"
"31","499a2bf8d0",100,"AF508272.1.1727_U|18S_rRNA|nucleus|strain_MUCC012|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Cryptomonadales|Cryptomonadales_X|Plagioselmis|Plagioselmis_prolonga"
"32","499a2bf8d0",100,"EF195739.1.1722_U|18S_rRNA|nucleus|strain_CR-MAL05|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Cryptomonadales|Cryptomonadales_X|Cryptomonadales_XX|Cryptomonadales_XX_sp."
"33","499a2bf8d0",100,"EF195735.1.1746_U|18S_rRNA|nucleus|strain_CR-MAL01|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Cryptomonadales|Cryptomonadales_X|Plagioselmis|Plagioselmis_prolonga"
"34","499a2bf8d0",100,"KF734087.1.1722_U|18S_rRNA|nucleus|strain_AND-A0710|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Cryptomonadales|Cryptomonadales_X|Teleaulax|Teleaulax_amphioxeia"
"35","499a2bf8d0",100,"MF179478.1.1590_U|18S_rRNA|nucleus|strain_|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Cryptophyceae_X|Cryptophyceae_XX|Cryptophyceae_XXX|Cryptophyceae_XXX_sp."
"36","3f64566871",100,"JQ966994.1.1652_U|18S_rRNA|nucleus|strain_Cr6EHU|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Cryptomonadales|Cryptomonadales_X|Teleaulax|Teleaulax_gracilis"
"37","3f64566871",100,"JQ966995.1.1666_U|18S_rRNA|nucleus|strain_Cr7EHU|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Cryptomonadales|Cryptomonadales_X|Teleaulax|Teleaulax_gracilis"
"38","c699cb1809",100,"GQ375265.1.1724_U|18S_rRNA|nucleus|strain_CCMP2293|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Pyrenomonadales|Baffinellaceae|Baffinella|Baffinella_frigidus"
"39","c699cb1809",100,"GQ375264.1.1704_U|18S_rRNA|nucleus|strain_CCMP2045|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Pyrenomonadales|Baffinellaceae|Baffinella|Baffinella_frigidus"
"40","c699cb1809",100,"HF952577.1.1451_U|18S_rRNA|nucleus|strain_CCMP2045|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Pyrenomonadales|Pyrenomonadaceae|Rhodomonas|Rhodomonas_sp."
"41","c699cb1809",100,"MH764714.1.661_U|18S_rRNA|nucleus|strain_RCC5233|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Pyrenomonadales|Baffinellaceae|Baffinella|Baffinella_frigidus"
"42","c699cb1809",100,"MH764717.1.622_U|18S_rRNA|nucleus|strain_RCC5236|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Pyrenomonadales|Baffinellaceae|Baffinella|Baffinella_frigidus"
"43","c699cb1809",100,"MH764727.1.567_U|18S_rRNA|nucleus|strain_RCC5246|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Pyrenomonadales|Baffinellaceae|Baffinella|Baffinella_frigidus"
"44","c699cb1809",100,"MH764734.1.631_U|18S_rRNA|nucleus|strain_RCC5253|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Pyrenomonadales|Baffinellaceae|Baffinella|Baffinella_frigidus"
"45","c699cb1809",100,"MH764736.1.664_U|18S_rRNA|nucleus|strain_RCC5255|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Pyrenomonadales|Baffinellaceae|Baffinella|Baffinella_frigidus"
"46","c699cb1809",100,"MH764768.1.706_U|18S_rRNA|nucleus|strain_RCC5289|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Pyrenomonadales|Baffinellaceae|Baffinella|Baffinella_frigidus"
"47","c699cb1809",100,"MH764866.1.845_U|18S_rRNA|nucleus|strain_RCC5414|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Pyrenomonadales|Baffinellaceae|Baffinella|Baffinella_frigidus"
"48","c699cb1809",100,"MH764928.1.669_U|18S_rRNA|nucleus|strain_RCC5484|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Pyrenomonadales|Baffinellaceae|Baffinella|Baffinella_frigidus"
"49","c699cb1809",100,"MH764929.1.585_U|18S_rRNA|nucleus|strain_RCC5485|Eukaryota|Hacrobia|Cryptophyta|Cryptophyceae|Pyrenomonadales|Baffinellaceae|Baffinella|Baffinella_frigidus"
"50","08d0947871",100,"AB728774.1.1751_U|18S_rRNA|nucleus|strain_FCH023S|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"51","08d0947871",100,"EF433519.1.1694_U|18S_rRNA|nucleus|strain_CCMP_781|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_costatum"
"52","08d0947871",100,"AJ632214.1.1798_U|18S_rRNA|nucleus|strain_SZN-B118|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"53","08d0947871",100,"AB488609.1.1685_U|18S_rRNA|nucleus|strain_NIES-223|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"54","08d0947871",100,"HM236346.1.1798_U|18S_rRNA|nucleus|strain_090602X|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"55","08d0947871",100,"AB572853.1.1745_U|18S_rRNA|nucleus|strain_FDK082|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"56","08d0947871",100,"AB572848.1.1729_U|18S_rRNA|nucleus|strain_FDK026|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"57","08d0947871",100,"HM236348.1.1798_U|18S_rRNA|nucleus|strain_V8|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"58","08d0947871",100,"AB572845.1.1740_U|18S_rRNA|nucleus|strain_FDK023|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"59","08d0947871",100,"AJ632212.1.1798_U|18S_rRNA|nucleus|strain_SZN-B121|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"60","08d0947871",100,"HM236345.1.1797_U|18S_rRNA|nucleus|strain_090520M|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"61","08d0947871",100,"EF138940.1.1680_U|18S_rRNA|nucleus|strain_MMDL5628|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"62","08d0947871",100,"AB488610.1.1688_U|18S_rRNA|nucleus|strain_NIES-323|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"63","08d0947871",100,"AB572854.1.1748_U|18S_rRNA|nucleus|strain_FDK094|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"64","08d0947871",100,"AB572852.1.1742_U|18S_rRNA|nucleus|strain_FDK072|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"65","08d0947871",100,"AB572849.1.1727_U|18S_rRNA|nucleus|strain_FDK043|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"66","08d0947871",100,"AB572850.1.1658_U|18S_rRNA|nucleus|strain_FDK054|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"67","08d0947871",100,"AB572840.1.1656_U|18S_rRNA|nucleus|strain_FDK018|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"68","08d0947871",100,"AB630060.1.1768_U|18S_rRNA|nucleus|strain_FTK001|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"69","08d0947871",100,"AB572851.1.1737_U|18S_rRNA|nucleus|strain_FDK061|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"70","08d0947871",100,"AJ632216.1.1798_U|18S_rRNA|nucleus|strain_SZN-B120|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"71","08d0947871",100,"EF433520.1.1694_U|18S_rRNA|nucleus|strain_CCMP_1715|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"72","08d0947871",100,"AB488608.1.1742_U|18S_rRNA|nucleus|strain_NIES-17|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"73","08d0947871",100,"AB728757.1.1761_U|18S_rRNA|nucleus|strain_FTY015S|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"74","08d0947871",100,"AB572847.1.1513_U|18S_rRNA|nucleus|strain_FDK025|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"75","08d0947871",100,"HM236347.1.1720_U|18S_rRNA|nucleus|strain_ST13|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"76","08d0947871",100,"EF433521.1.1694_U|18S_rRNA|nucleus|strain_K669|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"77","08d0947871",100,"AB572843.1.1720_U|18S_rRNA|nucleus|strain_FDK021|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"78","08d0947871",100,"AB572842.1.1724_U|18S_rRNA|nucleus|strain_FDK020|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"79","08d0947871",100,"AB630057.1.1785_U|18S_rRNA|nucleus|strain_FOS070|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"80","08d0947871",100,"AB488607.1.1741_U|18S_rRNA|nucleus|strain_NIES-16|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"81","08d0947871",100,"AB572846.1.1756_U|18S_rRNA|nucleus|strain_FDK024|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"82","08d0947871",100,"AB572855.1.1751_U|18S_rRNA|nucleus|strain_FDK101|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"83","08d0947871",100,"AB572841.1.1724_U|18S_rRNA|nucleus|strain_FDK019|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"84","08d0947871",100,"HM805045.1.1692_U|18S_rRNA|nucleus|strain_BA98|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"85","08d0947871",100,"AB572844.1.1739_U|18S_rRNA|nucleus|strain_FDK022|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"86","08d0947871",100,"AJ535165.1.1798_U|18S_rRNA|nucleus|strain_CCMP_1009|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"87","08d0947871",100,"AB630062.1.1798_U|18S_rRNA|nucleus|strain_FTK162|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"88","08d0947871",100,"EF138939.1.1681_U|18S_rRNA|nucleus|strain_MMDL5625|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"89","08d0947871",100,"AB572838.1.1736_U|18S_rRNA|nucleus|strain_FDK016|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"90","08d0947871",100,"AB630058.1.1785_U|18S_rRNA|nucleus|strain_FOS089|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"91","08d0947871",100,"AB630055.1.1761_U|18S_rRNA|nucleus|strain_FOS018|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"92","08d0947871",100,"AJ632213.1.1798_U|18S_rRNA|nucleus|strain_SZN-B146|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"93","08d0947871",100,"EF138934.1.1675_U|18S_rRNA|nucleus|strain_MMDL5617|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"94","08d0947871",100,"EF138932.1.1670_U|18S_rRNA|nucleus|strain_MMDL5615|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"95","08d0947871",100,"AB630059.1.1775_U|18S_rRNA|nucleus|strain_FOS209|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"96","08d0947871",100,"AB630056.1.1730_U|18S_rRNA|nucleus|strain_FOS052|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"97","08d0947871",100,"AB630063.1.1798_U|18S_rRNA|nucleus|strain_FHK013|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"98","08d0947871",100,"AB630066.1.1798_U|18S_rRNA|nucleus|strain_FDK232|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"99","08d0947871",100,"HM236349.1.1720_U|18S_rRNA|nucleus|strain_V52|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"100","08d0947871",100,"AB572839.1.1716_U|18S_rRNA|nucleus|strain_FDK017|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"101","08d0947871",100,"AB948142.1.1764_U|18S_rRNA|nucleus|strain_CCMP782S|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"102","08d0947871",100,"KJ866908.1.1692_U|18S_rRNA|nucleus|strain_UNC1201|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_marinoi"
"103","08d0947871",100,"KT860966.1.1639_U|18S_rRNA|nucleus|strain_RCC70|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_sp."
"104","08d0947871",100,"KT861148.1.660_U|18S_rRNA|nucleus|strain_RCC2622|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_sp."
"105","08d0947871",100,"KT861154.1.671_U|18S_rRNA|nucleus|strain_RCC2932|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_sp."
"106","08d0947871",100,"KT861156.1.684_U|18S_rRNA|nucleus|strain_RCC2940|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Skeletonema|Skeletonema_sp."
"107","358e61c5ed",100,"X73999.1.1780_U|18S_rRNA|nucleus|strain_CCAP_1965/1|Eukaryota|Archaeplastida|Chlorophyta|Mamiellophyceae|Mamiellales|Mamiellaceae|Mantoniella|Mantoniella_squamata"
"108","a5a8a53534",100,"JN934685.1.1628_U|18S_rRNA|nucleus|strain_RCC2487|Eukaryota|Archaeplastida|Chlorophyta|Chlorophyceae|Chlamydomonadales|Chlamydomonadales_X|Carteria|Carteria_sp."
"109","43f9a7517c",100,"DQ514870.1.1749_U|18S_rRNA|nucleus|strain_CC03-15|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Thalassiosira|Thalassiosira_oestrupii"
"110","43f9a7517c",100,"MH843669.1.1685_U|18S_rRNA|nucleus|strain_RCC4582|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Minidiscus|Minidiscus_sp."
"111","43f9a7517c",100,"MH764973.1.695_U|18S_rRNA|nucleus|strain_RCC5532|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Shionodiscus|Shionodiscus_bioculatus"
"112","43f9a7517c",100,"MH765041.1.885_U|18S_rRNA|nucleus|strain_RCC5609|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Shionodiscus|Shionodiscus_bioculatus"
"113","43f9a7517c",100,"MH764793.1.613_U|18S_rRNA|nucleus|strain_RCC5318|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Thalassiosira|Thalassiosira_gravida"
"114","43f9a7517c",100,"MH764809.1.630_U|18S_rRNA|nucleus|strain_RCC5341|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Thalassiosira|Thalassiosira_sp."
"115","2c9a6ff3f2",100,"JN934677.1.1630_U|18S_rRNA|nucleus|strain_RCC2270|Eukaryota|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyta_X|Polar-centric-Mediophyceae|Arcocellulus|Arcocellulus_cornucervis"
